ROS2_Clock,Topic_Name,Data_Keys,Value_0
7073063792,/electrical/voltage,voltage_V,26.0512
7073603583,/electrical/current,current_A,-0.9260
7074164458,/electrical/power,power_W,0.0241
7076861667,/electrical/voltage,voltage_V,26.0263
7077379667,/electrical/current,current_A,-0.9203
7077946958,/electrical/power,power_W,0.0246
7078493542,/electrical/voltage,voltage_V,26.0450
7079019417,/electrical/current,current_A,-0.9350
7079631500,/electrical/power,power_W,0.0243
7081835125,/electrical/voltage,voltage_V,26.0425
7082405250,/electrical/current,current_A,-0.9135
7082975417,/electrical/power,power_W,0.0241
7083559917,/electrical/voltage,voltage_V,26.0575
7084097042,/electrical/current,current_A,-0.9560
7084627958,/electrical/power,power_W,0.0243
7085672042,/electrical/voltage,voltage_V,26.0613
7086217458,/electrical/current,current_A,-0.9330
7086856917,/electrical/power,power_W,0.0244
7088073625,/electrical/voltage,voltage_V,26.0388
7088622250,/electrical/current,current_A,-0.9260
7089152875,/electrical/power,power_W,0.0242
7090583167,/electrical/voltage,voltage_V,26.0450
7091122542,/electrical/current,current_A,-0.9373
7091654625,/electrical/power,power_W,0.0245
7093074750,/electrical/voltage,voltage_V,26.0388
7093620000,/electrical/current,current_A,-0.9310
7094171833,/electrical/power,power_W,0.0244
7095609500,/electrical/voltage,voltage_V,26.0512
7096203667,/electrical/current,current_A,-0.9193
7096823250,/electrical/power,power_W,0.0240
7098065500,/electrical/voltage,voltage_V,26.0512
7098589875,/electrical/current,current_A,-0.9297
7099239542,/electrical/power,power_W,0.0245
7100574375,/electrical/voltage,voltage_V,26.0613
7101100958,/electrical/current,current_A,-0.9287
7101678208,/electrical/power,power_W,0.0240
7104380292,/electrical/voltage,voltage_V,26.0550
7104954708,/electrical/current,current_A,-0.9447
7105569042,/electrical/power,power_W,0.0241
7106141583,/electrical/voltage,voltage_V,26.0488
7106659250,/electrical/current,current_A,-0.9253
7107177583,/electrical/power,power_W,0.0241
7108048417,/electrical/voltage,voltage_V,26.0425
7108560917,/electrical/current,current_A,-0.9208
7109104292,/electrical/power,power_W,0.0239
7110593625,/electrical/voltage,voltage_V,26.0575
7111116833,/electrical/current,current_A,-0.9555
7112952083,/electrical/power,power_W,0.0242
7113480500,/electrical/voltage,voltage_V,26.0637
7114015292,/electrical/current,current_A,-0.9223
7114564125,/electrical/power,power_W,0.0242
