ROS2_Clock,Topic_Name,Data_Keys,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8
1763156202215639928,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0002
1763156202218330141,/encoders,"encoder_left,encoder_right",2,10
1763156202314223456,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0002
1763156202316950309,/encoders,"encoder_left,encoder_right",0,1
1763156202417098256,/odom,"pos_x,pos_y,orient_z",0.0000,0.0000,0.0000
1763156202417892882,/encoders,"encoder_left,encoder_right",0,1
1763156202513170962,/odom,"pos_x,pos_y,orient_z",0.0000,0.0000,0.0000
1763156202513935060,/encoders,"encoder_left,encoder_right",0,10
1763156202612659004,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0003
1763156202613371613,/encoders,"encoder_left,encoder_right",20,10
1763156202712740583,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0003
1763156202713643368,/encoders,"encoder_left,encoder_right",20,10
1763156202812810225,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0003
1763156202813538099,/encoders,"encoder_left,encoder_right",20,0
1763156202912930364,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0003
1763156202913815166,/encoders,"encoder_left,encoder_right",20,10
1763156203012674118,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0003
1763156203013303111,/encoders,"encoder_left,encoder_right",20,10
1763156203113038801,/odom,"pos_x,pos_y,orient_z",-0.0001,0.0000,0.0003
1763156203113798195,/encoders,"encoder_left,encoder_right",20,10
1763156203212688923,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203213399932,/encoders,"encoder_left,encoder_right",0,10
1763156203313555911,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203315599819,/encoders,"encoder_left,encoder_right",0,10
1763156203412900496,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203413730482,/encoders,"encoder_left,encoder_right",0,1
1763156203516838499,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203518046277,/encoders,"encoder_left,encoder_right",2,10
1763156203612958821,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203613616679,/encoders,"encoder_left,encoder_right",2,10
1763156203714622803,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203715515989,/encoders,"encoder_left,encoder_right",2,0
1763156203813023259,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203814431101,/encoders,"encoder_left,encoder_right",2,10
1763156203912626372,/odom,"pos_x,pos_y,orient_z",0.0001,0.0000,0.0001
1763156203913257350,/encoders,"encoder_left,encoder_right",2,10
1763156204012504655,/odom,"pos_x,pos_y,orient_z",-0.0000,0.0000,0.0000
1763156204013517777,/encoders,"encoder_left,encoder_right",2,0
1763156204112620505,/odom,"pos_x,pos_y,orient_z",-0.0000,0.0000,0.0000
