ROS2_Clock,Topic_Name,Data_Keys,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8
1776364567970065683,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.150558,-0.041157,9.298214,-0.002320,-0.000470,-0.002960,-0.005122,0.162068,0.013701
1776364567972021620,/encoders,"encoder_left,encoder_right",0,-5045
1776364568070637234,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.148158,-0.041143,9.319675,-0.000177,0.001232,-0.000810,-0.005023,0.161921,0.013708
1776364568073087836,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568075514022,/encoders,"encoder_left,encoder_right",0,-5045
1776364568168301153,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.141106,-0.050646,9.302971,0.000898,-0.000871,0.001892,-0.005183,0.161998,0.013660
1776364568169356851,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568170252002,/encoders,"encoder_left,encoder_right",0,-5044
1776364568268147732,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.141031,-0.014939,9.326804,0.001419,0.002854,-0.001338,-0.004864,0.161932,0.013687
1776364568269118949,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568270009268,/encoders,"encoder_left,encoder_right",0,-5044
1776364568368424368,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.126778,-0.029159,9.322002,0.000353,0.000092,-0.002929,-0.004846,0.161839,0.013672
1776364568369144348,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568369802151,/encoders,"encoder_left,encoder_right",0,-5043
1776364568468248899,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.153008,-0.036421,9.312541,-0.001252,-0.002594,-0.000766,-0.005008,0.161853,0.013625
1776364568469355926,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568470838448,/encoders,"encoder_left,encoder_right",0,-5043
1776364568568237241,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.145882,-0.041152,9.317296,0.000890,-0.002528,0.000319,-0.004980,0.161973,0.013609
1776364568569224458,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568570117082,/encoders,"encoder_left,encoder_right",0,-5042
1776364568668142542,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.136355,-0.031591,9.329193,0.000349,0.000675,-0.002378,-0.004932,0.161915,0.013603
1776364568669100799,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568670020526,/encoders,"encoder_left,encoder_right",0,-5042
1776364568768139173,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.150558,-0.041157,9.322071,-0.003920,-0.000984,-0.000740,-0.005034,0.161979,0.013564
1776364568769058548,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568769946532,/encoders,"encoder_left,encoder_right",0,-5041
1776364568868218588,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.133929,-0.031572,9.307711,-0.001782,0.001197,-0.001818,-0.005038,0.162020,0.013547
1776364568869419633,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568870285024,/encoders,"encoder_left,encoder_right",0,-5041
1776364568968090417,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.150608,-0.034028,9.314917,-0.000165,-0.001954,0.001962,-0.005021,0.161767,0.013542
1776364568968986528,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364568969847439,/encoders,"encoder_left,encoder_right",0,-5041
1776364569067956422,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.131679,-0.033965,9.338734,-0.002320,-0.002593,-0.001264,-0.004952,0.161756,0.013535
1776364569068530544,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364569069223708,/encoders,"encoder_left,encoder_right",0,-5040
1776364569168048416,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.951094,-0.292603,9.350294,0.007817,-0.001634,-0.015769,-0.005518,0.161437,0.013362
1776364569168679435,/odom,"pos_x,pos_y,orient_z",-0.0250,-0.0012,-0.0365
1776364569169366519,/encoders,"encoder_left,encoder_right",0,-5040
1776364569267960919,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.687342,-0.274871,9.323355,0.001935,-0.001750,-0.017373,-0.006078,0.159673,0.012586
1776364569268504928,/odom,"pos_x,pos_y,orient_z",-0.0249,-0.0012,-0.0363
1776364569269001321,/encoders,"encoder_left,encoder_right",0,-4982
1776364569368296533,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.157759,-0.053097,9.410374,0.008344,-0.007426,-0.035096,-0.006623,0.157863,0.010948
1776364569369388200,/odom,"pos_x,pos_y,orient_z",-0.0249,-0.0012,-0.0363
1776364569370346072,/encoders,"encoder_left,encoder_right",0,-4735
1776364569468804982,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.031810,0.009288,9.297891,0.013149,-0.004705,-0.038333,-0.007334,0.157972,0.008750
1776364569470030027,/odom,"pos_x,pos_y,orient_z",-0.0220,-0.0015,-0.0320
1776364569471624295,/encoders,"encoder_left,encoder_right",0,-4319
1776364569568397192,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.074693,-0.024221,9.340971,0.005668,-0.001269,-0.023843,-0.005052,0.158167,0.007350
1776364569569313559,/odom,"pos_x,pos_y,orient_z",-0.0220,-0.0015,-0.0320
1776364569570179814,/encoders,"encoder_left,encoder_right",0,-3941
1776364569668550691,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.186265,0.053869,9.357920,0.012630,-0.003812,-0.019522,-0.003341,0.159138,0.006303
1776364569669479347,/odom,"pos_x,pos_y,orient_z",-0.0181,-0.0017,-0.0264
1776364569670352578,/encoders,"encoder_left,encoder_right",0,-3500
1776364569768313623,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.205318,-0.148482,9.429626,0.016897,-0.000551,-0.022771,-0.001977,0.160600,0.005630
1776364569769268967,/odom,"pos_x,pos_y,orient_z",-0.0181,-0.0017,-0.0264
1776364569770251448,/encoders,"encoder_left,encoder_right",0,-2886
1776364569868177965,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.202918,-0.103255,9.329400,0.009416,-0.001702,-0.020611,-0.002096,0.162247,0.004710
1776364569869207903,/odom,"pos_x,pos_y,orient_z",-0.0129,-0.0020,-0.0187
1776364569870108110,/encoders,"encoder_left,encoder_right",0,-2454
1776364569968719503,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.041336,-0.090697,9.221616,0.013691,-0.000589,-0.022226,-0.002771,0.163139,0.003410
1776364569969607038,/odom,"pos_x,pos_y,orient_z",-0.0129,-0.0020,-0.0187
1776364569970457933,/encoders,"encoder_left,encoder_right",0,-2083
1776364570068174111,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.145857,-0.107776,9.276763,0.010998,0.004081,-0.031928,-0.002667,0.162694,0.002244
1776364570069462293,/odom,"pos_x,pos_y,orient_z",-0.0087,-0.0021,-0.0126
1776364570070524392,/encoders,"encoder_left,encoder_right",0,-1632
1776364570168113752,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.207544,0.015728,9.369906,0.010457,0.005035,-0.038378,-0.004400,0.162836,-0.000164
1776364570169024712,/odom,"pos_x,pos_y,orient_z",-0.0087,-0.0021,-0.0126
1776364570169935032,/encoders,"encoder_left,encoder_right",0,-1374
1776364570268226293,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.179063,-0.274472,9.429593,0.014223,-0.008566,-0.042074,-0.002566,0.163494,-0.001749
1776364570269022562,/odom,"pos_x,pos_y,orient_z",-0.0062,-0.0022,-0.0089
1776364570269621037,/encoders,"encoder_left,encoder_right",0,-1170
1776364570368736408,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.255103,0.036944,9.331855,0.005130,-0.000267,-0.027600,-0.002039,0.164410,-0.003470
1776364570369644679,/odom,"pos_x,pos_y,orient_z",-0.0062,-0.0022,-0.0089
1776364570370512566,/encoders,"encoder_left,encoder_right",0,-971
1776364570468406892,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.205218,-0.022345,9.293579,0.005670,0.002680,-0.015786,-0.000486,0.165443,-0.004302
1776364570469581921,/odom,"pos_x,pos_y,orient_z",-0.0045,-0.0022,-0.0066
1776364570470928600,/encoders,"encoder_left,encoder_right",0,-884
1776364570568156547,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.153033,-0.026907,9.379340,0.002492,-0.006334,-0.001765,0.001180,0.166620,-0.004492
1776364570569108691,/odom,"pos_x,pos_y,orient_z",-0.0045,-0.0022,-0.0066
1776364570569990690,/encoders,"encoder_left,encoder_right",0,-861
1776364570668273279,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.107800,-0.036226,9.331502,-0.003389,0.000896,0.011650,0.001901,0.165249,-0.004259
1776364570669302353,/odom,"pos_x,pos_y,orient_z",-0.0039,-0.0022,-0.0057
1776364570670217120,/encoders,"encoder_left,encoder_right",0,-748
1776364570768158711,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.179138,-0.198339,9.386630,-0.002321,-0.001903,0.006280,0.001179,0.163480,-0.004191
