ROS2_Clock,Topic_Name,Data_Keys,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8
1776371413900230772,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.288938,0.187041,8.983360,-0.027887,0.019181,0.048972,-0.013076,0.166338,0.071177
1776371413901595201,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.329321,-0.001109,9.031254,-0.011849,0.017058,0.039839,-0.013057,0.166396,0.071233
1776371413904752330,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.355451,-0.215377,9.174547,0.012202,0.009248,0.011377,-0.013017,0.166449,0.071248
1776371413905650439,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.426715,-0.301329,9.310751,0.013274,0.001967,-0.000953,-0.012986,0.166497,0.071247
1776371413907730444,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.512231,-0.213629,9.396821,-0.005415,-0.000041,0.021645,-0.012979,0.166542,0.071276
1776371413910090843,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.588246,-0.056882,9.430354,-0.024645,0.003489,0.050129,-0.012990,0.166589,0.071344
1776371413914087775,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.607250,0.004910,9.480477,-0.019841,0.006775,0.047960,-0.012997,0.166641,0.071409
1776371413915661651,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.554990,-0.078165,9.530476,-0.000067,0.001755,0.026474,-0.012984,0.166689,0.071443
1776371413917332683,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.440967,-0.239517,9.556488,0.006901,-0.010264,0.017932,-0.012969,0.166723,0.071464
1776371413919267115,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.298589,-0.353191,9.489385,-0.001650,-0.014742,0.016868,-0.012975,0.166750,0.071484
1776371413919764187,/encoders,"encoder_left,encoder_right",0,9641
1776371413920375471,/motor_speed,speed_setting,11
1776371413921707196,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.210697,-0.348078,9.365100,-0.008097,0.000392,0.017328,-0.013001,0.166793,0.071503
1776371413923796129,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.137058,-0.276393,9.238440,-0.005968,0.008703,0.024274,-0.013029,0.166843,0.071530
1776371413925498521,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.072921,-0.202368,9.178602,-0.006465,-0.006365,0.032418,-0.013060,0.166870,0.071566
1776371413931360763,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.954023,-0.199487,9.175894,-0.000590,-0.008193,0.017921,-0.013140,0.166896,0.071610
1776371413935276317,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.889885,-0.370559,9.108997,-0.003826,0.007610,0.022678,-0.013229,0.166880,0.071646
1776371413941377287,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.892335,-0.515737,9.097142,-0.010222,-0.001078,0.027557,-0.013278,0.166855,0.071675
1776371413943240197,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.899462,-0.679958,9.171183,-0.005443,0.010206,0.017280,-0.013325,0.166845,0.071689
1776371413945728440,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.920841,-0.770468,9.278629,0.010053,0.007924,0.000083,-0.013357,0.166836,0.071680
1776371413947209513,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.977852,-0.737383,9.376577,0.014876,-0.001408,-0.008473,-0.013385,0.166816,0.071659
1776371413949629689,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.051491,-0.616321,9.443519,-0.004363,-0.000315,0.006043,-0.013434,0.166797,0.071659
1776371413950151882,/encoders,"encoder_left,encoder_right",0,9389
1776371413950705469,/motor_speed,speed_setting,11
1776371413953436631,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.115554,-0.514243,9.515204,-0.024150,0.010084,0.024820,-0.013503,0.166788,0.071687
1776371413956322039,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.127431,-0.511912,9.574876,-0.003290,0.003682,0.015708,-0.013548,0.166772,0.071700
1776371413958014127,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.087048,-0.578378,9.615355,0.021309,-0.005558,-0.002530,-0.013565,0.166746,0.071685
1776371413959677862,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.030037,-0.632878,9.593759,0.017557,-0.003517,-0.006842,-0.013588,0.166722,0.071666
1776371413961267643,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.973076,-0.594584,9.510103,-0.004904,-0.001593,-0.003626,-0.013638,0.166697,0.071655
1776371413963210811,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.932693,-0.489720,9.407372,-0.005439,0.001781,0.002809,-0.013687,0.166675,0.071652
1776371413965209181,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.904188,-0.401560,9.323765,0.010072,0.000951,0.004961,-0.013714,0.166652,0.071649
1776371413968979418,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.878058,-0.372900,9.297443,0.002045,0.002408,0.001729,-0.013751,0.166627,0.071644
1776371413973662613,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.840000,-0.406052,9.278267,-0.000628,-0.001033,-0.005776,-0.013791,0.166596,0.071631
1776371413975787836,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.806744,-0.448751,9.278198,0.005776,0.002194,-0.012246,-0.013823,0.166568,0.071608
1776371413978181259,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.806744,-0.470167,9.259121,0.013252,0.007198,-0.011736,-0.013845,0.166545,0.071585
1776371413979232974,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.835249,-0.475041,9.213869,0.007382,0.005649,-0.003124,-0.013872,0.166520,0.071573
1776371413980230895,/encoders,"encoder_left,encoder_right",0,9126
1776371413980813058,/motor_speed,speed_setting,11
1776371413983380952,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.878008,-0.515666,9.178210,-0.004385,0.009953,0.003308,-0.013912,0.166499,0.071572
1776371413984425754,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.906613,-0.589566,9.204568,0.001470,0.015199,-0.011248,-0.013950,0.166486,0.071552
1776371413986061808,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.956498,-0.637359,9.309686,0.015886,0.017218,-0.030081,-0.013975,0.166478,0.071505
1776371413987722951,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.001631,-0.611366,9.424305,0.022329,0.004278,-0.029477,-0.013991,0.166456,0.071458
1776371413991719500,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.053892,-0.514013,9.491200,0.005783,-0.003275,-0.014378,-0.014025,0.166423,0.071432
1776371413995575564,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.091849,-0.440390,9.517506,-0.011879,0.008582,-0.006366,-0.014080,0.166404,0.071420
1776371413997411849,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.063344,-0.475969,9.510289,0.000414,0.012034,-0.005312,-0.014119,0.166389,0.071407
1776371413999265542,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.025336,-0.587656,9.505465,0.026615,0.006158,-0.019266,-0.014129,0.166370,0.071371
1776371414001258632,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.977827,-0.656473,9.491055,0.029820,0.000495,-0.033755,-0.014138,0.166346,0.071317
1776371414003513075,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.963575,-0.592167,9.455207,0.014314,-0.001955,-0.036966,-0.014167,0.166318,0.071262
1776371414005748669,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.965950,-0.413707,9.407428,0.004689,0.002431,-0.027846,-0.014206,0.166293,0.071220
1776371414009274290,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.977827,-0.209110,9.376364,0.006830,0.005883,-0.019261,-0.014240,0.166272,0.071188
1776371414009829892,/encoders,"encoder_left,encoder_right",0,8846
1776371414010647007,/motor_speed,speed_setting,11
1776371414011486395,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.992080,-0.104466,9.319101,0.011122,-0.001685,-0.020298,-0.014269,0.166242,0.071154
1776371414013234197,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.944546,-0.161380,9.228343,0.008465,-0.009883,-0.020789,-0.014304,0.166196,0.071117
1776371414015372860,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.892285,-0.363434,9.135246,0.005211,0.008946,-0.028415,-0.014337,0.166180,0.071079
1776371414019261181,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.851902,-0.601231,9.101838,0.015334,0.021935,-0.038702,-0.014365,0.166179,0.071022
1776371414021432773,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.866155,-0.753582,9.132950,0.031393,0.009479,-0.048318,-0.014375,0.166166,0.070949
1776371414023325475,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.937419,-0.737212,9.216625,0.024460,-0.000982,-0.050413,-0.014395,0.166141,0.070876
1776371414025690642,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.039564,-0.587709,9.300329,0.009494,0.000069,-0.041275,-0.014432,0.166116,0.070816
1776371414029304425,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.117954,-0.435731,9.391127,0.001991,0.013198,-0.031125,-0.014477,0.166106,0.070770
1776371414031238826,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.146460,-0.371597,9.467517,0.012701,0.005740,-0.031088,-0.014507,0.166087,0.070723
1776371414035399795,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.146460,-0.390634,9.546251,0.023935,-0.003624,-0.046097,-0.014526,0.166057,0.070654
1776371414039064493,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.068070,-0.385559,9.538891,0.022857,-0.002674,-0.052555,-0.014563,0.165996,0.070493
1776371414040270613,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.051441,-0.295067,9.488711,0.014300,0.002843,-0.041828,-0.014592,0.165972,0.070432
1776371414040848360,/encoders,"encoder_left,encoder_right",0,8559
1776371414041571648,/motor_speed,speed_setting,11
1776371414043503680,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.027687,-0.199788,9.452827,0.013245,-0.003118,-0.040183,-0.014621,0.165940,0.070374
1776371414045611558,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.018185,-0.156917,9.405072,0.022346,-0.011827,-0.047667,-0.014639,0.165898,0.070304
1776371414049389315,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.975402,-0.194814,9.323860,0.024484,-0.009564,-0.044451,-0.014654,0.165859,0.070238
1776371414051491689,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.925517,-0.311213,9.221193,0.014308,-0.000972,-0.042343,-0.014682,0.165829,0.070177
1776371414053912889,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.880383,-0.453806,9.161491,0.015344,0.011367,-0.051549,-0.014710,0.165814,0.070104
1776371414057366059,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.868531,-0.515632,9.180574,0.036745,-0.004466,-0.071368,-0.014727,0.165759,0.069911
1776371414059532307,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.939795,-0.377903,9.214103,0.023376,-0.000143,-0.062784,-0.014746,0.165730,0.069823
1776371414063396691,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.008683,-0.235405,9.254780,0.005740,0.004333,-0.042909,-0.014784,0.165704,0.069763
1776371414065728129,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.063319,-0.202311,9.328865,0.009483,0.004949,-0.041838,-0.014817,0.165680,0.069703
1776371414069393914,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.084773,-0.264280,9.438695,0.028726,-0.001121,-0.061174,-0.014829,0.165650,0.069616
1776371414070053776,/encoders,"encoder_left,encoder_right",0,8271
1776371414071153492,/motor_speed,speed_setting,11
1776371414071753128,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.077646,-0.340399,9.524591,0.036215,-0.009431,-0.075113,-0.014834,0.165611,0.069510
1776371414073498882,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.058643,-0.259416,9.505424,0.015893,0.002102,-0.053661,-0.014874,0.165544,0.069340
1776371414077433893,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.053892,-0.161834,9.471974,0.016436,-0.000556,-0.050958,-0.014899,0.165512,0.069268
1776371414079332963,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.037239,-0.099893,9.457589,0.027132,-0.003770,-0.056318,-0.014911,0.165478,0.069188
1776371414084010847,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.001607,-0.054537,9.445551,0.034088,-0.008122,-0.061674,-0.014914,0.165438,0.069099
1776371414086066019,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.984978,0.005020,9.366756,0.027668,-0.008272,-0.064898,-0.014923,0.165395,0.069009
1776371414086804539,/odom,"pos_x,pos_y,orient_z",0.0412,0.0008,0.0598
1776371414087788220,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.968350,0.055058,9.249794,0.019100,0.000988,-0.057417,-0.014940,0.165361,0.068929
1776371414089182058,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.958848,0.019402,9.147200,0.012696,0.002833,-0.041294,-0.014961,0.165328,0.068871
1776371414093423030,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.951722,-0.118585,9.135307,0.012153,0.003237,-0.048287,-0.014983,0.165294,0.068804
1776371414095685601,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.930343,-0.277931,9.183030,0.032995,-0.001819,-0.072461,-0.014983,0.165256,0.068701
1776371414098210293,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-2.944596,-0.351756,9.230810,0.048492,-0.003487,-0.085898,-0.014968,0.165219,0.068585
1776371414099444286,/encoders,"encoder_left,encoder_right",0,7985
1776371414100278554,/motor_speed,speed_setting,11
1776371414101277883,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.008783,-0.275877,9.254808,0.030309,0.004143,-0.071421,-0.014972,0.165190,0.068486
1776371414103552422,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.103801,-0.169178,9.283640,0.001982,0.010242,-0.044024,-0.015008,0.165165,0.068426
1776371414105748815,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.179816,-0.126651,9.357775,0.011623,0.005034,-0.039160,-0.015030,0.165134,0.068371
1776371414107816307,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.201195,-0.169570,9.453275,0.039968,-0.009185,-0.064901,-0.015020,0.165089,0.068278
1776371414111524814,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.182192,-0.198049,9.510493,0.045289,-0.005672,-0.084278,-0.015008,0.165048,0.068161
1776371414113497616,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.160738,-0.114663,9.484153,0.022832,-0.002587,-0.076754,-0.015022,0.165009,0.068057
1776371414115401839,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.160738,0.056667,9.419671,0.011077,0.004770,-0.052594,-0.015043,0.164976,0.067986
1776371414117872705,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.163113,0.204192,9.364747,0.019117,-0.000390,-0.043965,-0.015043,0.164933,0.067925
1776371414119997351,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.167864,0.232728,9.333735,0.025011,-0.010240,-0.051980,-0.015024,0.164876,0.067856
1776371414123379895,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.132232,0.121031,9.300288,0.022318,-0.003889,-0.059003,-0.015006,0.164828,0.067779
1776371414125739813,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.087098,-0.062016,9.235830,0.019107,-0.002847,-0.059008,-0.014992,0.164780,0.067703
1776371414127281401,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.063344,-0.235630,9.200053,0.024442,0.000939,-0.063868,-0.014974,0.164738,0.067619
1776371414129318332,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.068094,-0.330833,9.216804,0.028702,0.004599,-0.074642,-0.014959,0.164701,0.067521
1776371414129829901,/encoders,"encoder_left,encoder_right",0,7701
1776371414130319357,/motor_speed,speed_setting,11
1776371414133306944,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.120330,-0.323900,9.255103,0.030325,-0.003499,-0.072985,-0.014944,0.164654,0.067423
1776371414135283650,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.172590,-0.240825,9.279062,0.027670,-0.006553,-0.060063,-0.014932,0.164603,0.067342
1776371414137254531,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.215348,-0.148193,9.293449,0.019632,0.004293,-0.055279,-0.014930,0.164565,0.067268
1776371414139469516,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.229601,-0.093520,9.322093,0.020152,0.009099,-0.060144,-0.014929,0.164534,0.067188
1776371414143297611,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.236727,-0.084030,9.374593,0.028719,0.000393,-0.067090,-0.014918,0.164492,0.067097
1776371414145242764,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.227275,-0.079242,9.415129,0.033015,-0.010462,-0.069727,-0.014901,0.164437,0.067003
1776371414147560857,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.224900,-0.045918,9.424652,0.024457,-0.010058,-0.070803,-0.014894,0.164382,0.066909
1776371414151249203,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.175015,0.032809,9.419721,0.021772,0.000984,-0.059568,-0.014882,0.164306,0.066749
1776371414155174037,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.122755,-0.014572,9.319406,0.026076,-0.012006,-0.060039,-0.014837,0.164187,0.066588
1776371414159333087,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.087123,-0.104853,9.202451,0.016956,0.003101,-0.059041,-0.014829,0.164147,0.066512
1776371414159855504,/encoders,"encoder_left,encoder_right",0,7420
1776371414160352161,/motor_speed,speed_setting,11
1776371414161454693,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.063369,-0.197561,9.133242,0.020676,0.010617,-0.066609,-0.014820,0.164116,0.066425
1776371414165251715,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.051591,-0.247503,9.133244,0.035658,0.001442,-0.074639,-0.014796,0.164075,0.066325
1776371414167272550,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.094350,-0.200083,9.178663,0.039416,-0.006686,-0.076210,-0.014769,0.164025,0.066222
1776371414169471215,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.153736,-0.088482,9.226485,0.024441,-0.001852,-0.068167,-0.014759,0.163980,0.066132
1776371414173360432,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.229751,0.023053,9.317293,0.020695,0.004818,-0.057447,-0.014745,0.163898,0.065985
1776371414175296592,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.227275,-0.036409,9.379326,0.039416,-0.001639,-0.067624,-0.014711,0.163853,0.065894
1776371414179743427,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.222525,-0.091121,9.431822,0.039949,-0.005617,-0.077282,-0.014677,0.163805,0.065790
1776371414181644930,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.222525,-0.083982,9.441361,0.026579,-0.003579,-0.074601,-0.014660,0.163757,0.065693
1776371414185478977,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.222525,-0.029251,9.434182,0.020707,-0.003458,-0.063847,-0.014647,0.163708,0.065610
1776371414187419714,/zed/zed_node/imu/data,"accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orient_x,orient_y,orient_z",-3.160738,0.040010,9.410135,0.030351,-0.009744,-0.058436,-0.014589,0.163606,0.065460
1776371414189489478,/encoders,"encoder_left,encoder_right",0,7135
1776371414190027160,/motor_speed,speed_setting,11
